"farmer_ID","trader_ID","MCC_ID","today","district","farmer.tot_prod","farmer.tot_sold","farmer.tot_sold_trader","farmer.trader_link","farmer.rejected_week","farmer.rejected_month","farmer.bett_prc","farmer.used_bran","farmer.used_residu","farmer.used_lick","farmer.used_cgrazing","treat","q_sold_1","q_sold_2","q_sold_3","q_sold_4","q_sold_5","q_sold_6","checked_1","checked_2","checked_3","checked_4","checked_5","checked_6","checked_how_1","checked_how_2","checked_how_3","checked_how_4","checked_how_5","checked_how_6","p_sold_1","p_sold_2","p_sold_3","p_sold_4","p_sold_5","p_sold_6"
"F_101","T_026","MCC_002","2025-12-04","Kiruhura",35,30,30,3,1,1,2,2,2,2,2,0,35,30,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_210","T_026","MCC_002","2025-12-04","Kiruhura",75,50,50,5,0,0,2,2,2,1,2,0,50,50,50,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_359","T_027","MCC_015","2025-12-03","Kiruhura",185,165,165,4,0,0,2,2,2,1,1,1,145,152,165,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_135","T_027","MCC_015","2025-12-03","Kiruhura",120,120,120,5,0,0,2,1,1,1,1,1,120,115,115,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_213","T_027","MCC_015","2025-12-03","Kiruhura",50,35,35,6,0,0,2,2,2,2,1,1,30,27,35,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_015","T_027","MCC_015","2025-12-03","Kiruhura",60,55,55,4,0,0,2,1,1,1,2,1,55,60,50,NA,NA,NA,1,2,2,NA,NA,NA,"Lactometer",NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_317","T_027","MCC_015","2025-12-03","Kiruhura",30,24,24,5,0,0,2,2,1,2,1,1,22,24,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_202","T_028","MCC_007","2025-12-03","Kiruhura",30,25,25,6,0,0,2,2,2,1,2,1,25,28,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_011","T_028","MCC_007","2025-12-03","Kiruhura",40,30,30,6,0,0,2,2,2,2,2,1,30,30,35,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_009","T_028","MCC_007","2025-12-03","Kiruhura",30,10,10,5,0,0,2,2,2,1,2,1,10,12,8,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_246","T_029","MCC_015","2025-12-03","Kiruhura",15,12,12,4,0,0,2,1,1,1,1,0,13,18,13,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_281","T_029","MCC_015","2025-12-07","Kiruhura",180,150,100,6,0,0,2,2,2,1,2,0,180,950,NA,NA,NA,185,1,1,NA,NA,NA,1,"Lactometer","Lactometer",NA,NA,NA,"Lactometer",900,900,NA,NA,NA,1000
"F_342","T_029","MCC_015","2025-12-07","Kiruhura",100,90,90,6,0,0,2,2,2,1,2,0,85,90,100,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,1000,NA,NA,NA
"F_052","T_029","MCC_015","2025-12-03","Kiruhura",30,30,30,4,0,0,2,2,2,1,2,0,25,30,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,950,NA,NA,NA
"F_281","T_029","MCC_015","2025-12-07","Kiruhura",190,180,180,6,0,0,2,2,2,1,2,0,NA,NA,175,179,180,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,1000,NA
"F_218","T_029","MCC_015","2025-12-07","Kiruhura",90,90,80,6,0,0,2,2,2,1,2,0,90,85,90,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,900,1000,NA,NA,NA
"F_032","T_030","MCC_002","2025-12-04","Kiruhura",220,200,200,4,0,0,2,2,2,1,2,1,200,200,200,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_322","T_030","MCC_002","2025-12-04","Kiruhura",70,60,60,4,0,0,2,2,2,1,1,1,60,50,60,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_075","T_030","MCC_002","2025-12-04","Kiruhura",85,70,70,6,0,0,2,2,1,1,2,1,70,65,75,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_029","T_030","MCC_002","2025-12-04","Kiruhura",56,50,50,4,0,0,2,2,2,2,1,1,50,45,50,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_200","T_030","MCC_002","2025-12-04","Kiruhura",200,195,150,6,0,0,2,2,2,2,2,1,180,160,160,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,850,NA,NA,NA
"F_171","T_031","MCC_007","2025-12-03","Kiruhura",28,21,21,6,0,0,2,2,2,2,1,1,27,23,21,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_354","T_031","MCC_007","2025-12-03","Kiruhura",20,15,15,6,0,0,2,2,2,1,1,1,15,15,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_112","T_031","MCC_007","2025-12-03","Kiruhura",60,50,40,5,0,0,2,2,1,1,1,1,50,50,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_113","T_032","MCC_017","2025-12-06","Kazo",120,118,118,4,0,0,2,2,2,1,1,1,118,115,115,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_108","T_032","MCC_017","2025-12-06","Kazo",8,6,6,4,0,0,2,2,2,1,1,1,6,6,6,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_044","T_032","MCC_017","2025-12-06","Kazo",90,80,80,5,0,0,2,2,2,2,1,1,78,75,80,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_019","T_032","MCC_017","2025-12-05","Kazo",10,6,6,5,0,0,2,2,2,2,2,1,6,6,8,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_312","T_032","MCC_017","2025-12-06","Kazo",18,12,12,5,0,0,2,2,2,2,2,1,12,10,11,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_243","T_033","MCC_006","2025-12-03","Kiruhura",62,50,50,5,0,0,2,2,2,2,1,1,50,45,48,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_190","T_033","MCC_006","2025-12-03","Kiruhura",19,19,19,6,0,0,2,2,2,1,2,1,19,18,19,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_305","T_033","MCC_006","2025-12-03","Kiruhura",13,5,5,4,0,0,2,2,2,1,2,1,6,6,7,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_400","T_033","MCC_006","2025-12-03","Kiruhura",71,65,65,5,0,0,2,2,2,1,2,1,65,62,67,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_241","T_033","MCC_006","2025-12-03","Kiruhura",32,30,30,6,0,0,1,2,2,1,2,1,30,30,30,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_233","T_034","MCC_008","2025-12-04","Kiruhura",45,40,40,4,0,0,2,2,2,2,2,1,38,39,40,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_124","T_034","MCC_008","2025-12-04","Kiruhura",11,7,7,4,0,0,2,2,2,2,1,1,7,9,8,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_155","T_034","MCC_008","2025-12-04","Kiruhura",90,80,80,6,0,0,2,2,2,2,1,1,90,80,85,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_134","T_034","MCC_008","2025-12-04","Kiruhura",35,30,30,6,0,1,2,2,2,2,1,1,21,26,26,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_225","T_034","MCC_008","2025-12-04","Kiruhura",30,25,5,4,0,0,2,2,2,2,1,1,10,6,7,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_306","T_035","MCC_012","2025-12-03","Kiruhura",110,82,82,4,0,0,2,2,2,2,2,0,82,90,82,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,920,920,920,NA,NA,NA
"F_066","T_035","MCC_012","2025-12-03","Kiruhura",80,70,70,5,0,0,2,2,2,1,1,0,60,70,80,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_183","T_035","MCC_012","2025-12-03","Kiruhura",102,90,90,5,0,0,2,2,2,2,1,0,85,90,92,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_378","T_035","MCC_012","2025-12-03","Kiruhura",80,70,70,6,0,0,2,2,2,2,2,0,70,75,70,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_329","T_035","MCC_012","2025-12-03","Kiruhura",70,60,60,5,0,0,2,2,2,2,2,0,65,70,60,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_176","T_036","MCC_009","2025-12-04","Kiruhura",90,60,60,5,0,1,2,2,2,2,2,1,60,60,60,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_014","T_036","MCC_009","2025-12-04","Kiruhura",70,40,40,6,2,2,2,2,2,2,2,1,40,40,40,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_248","T_036","MCC_009","2025-12-04","Kiruhura",150,120,120,6,0,0,2,2,2,2,2,1,120,120,120,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_302","T_036","MCC_009","2025-12-04","Kiruhura",80,60,60,6,0,0,2,2,2,2,2,1,65,65,60,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_296","T_037","MCC_006","2025-12-04","Kiruhura",140,130,130,6,0,0,2,2,2,1,1,1,150,130,135,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_406","T_037","MCC_006","2025-12-03","Kiruhura",30,23,23,5,0,0,2,2,2,1,1,1,23,19,20,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_374","T_037","MCC_006","2025-12-04","Kiruhura",95,90,60,4,0,0,2,2,1,1,1,1,60,60,50,NA,NA,NA,2,1,2,NA,NA,NA,NA,"Lactometer",NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_143","T_037","MCC_006","2025-12-04","Kiruhura",40,30,30,4,0,0,2,2,2,1,2,1,30,35,30,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_310","T_038","MCC_007","2025-12-03","Kiruhura",112,76,76,6,0,0,2,2,2,1,2,0,76,76,74,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_319","T_038","MCC_007","2025-12-04","Kiruhura",40,30,30,6,0,0,2,2,2,1,1,0,25,25,28,NA,NA,NA,1,2,2,NA,NA,NA,"Lactometer",NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_156","T_038","MCC_007","2025-12-03","Kiruhura",20,20,20,6,0,0,2,2,2,2,2,0,40,35,45,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_084","T_038","MCC_007","2025-12-06","Kiruhura",350,345,210,4,0,0,2,2,2,1,2,0,210,220,250,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_097","T_038","MCC_007","2025-12-04","Kiruhura",80,70,70,6,0,0,2,2,2,1,1,0,68,72,70,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_245","T_039","MCC_010","2025-12-06","Kazo",10,8,8,4,0,0,2,2,1,1,2,1,8,8,8,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_005","T_039","MCC_010","2025-12-06","Kazo",68,49,49,4,0,0,2,1,1,1,1,1,50,46,49,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,840,840,NA,NA,NA
"F_109","T_039","MCC_010","2025-12-06","Kazo",21,13,13,5,0,0,2,2,2,1,2,1,13,15,14,NA,NA,NA,1,1,2,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_026","T_039","MCC_010","2025-12-06","Kazo",8,6,6,5,0,0,2,2,1,1,1,1,6,6,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_353","T_040","MCC_014","2025-12-04","Kiruhura",110,50,50,4,0,0,2,2,2,2,1,1,50,50,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_401","T_040","MCC_014","2025-12-04","Kiruhura",20,12,12,6,0,0,2,2,2,1,2,1,12,12,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_232","T_040","MCC_014","2025-12-04","Kiruhura",100,83,83,5,2,3,2,2,2,1,2,1,70,83,83,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_376","T_041","MCC_002","2025-12-01","Kiruhura",50,40,30,4,2,2,1,1,1,1,1,1,10,15,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer Alcohol","Lactometer Alcohol","Lactometer Alcohol",NA,NA,NA,800,800,800,NA,NA,NA
"F_165","T_042","MCC_011","2025-12-04","Kiruhura",50,30,30,4,0,0,2,2,2,1,2,1,30,30,35,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_035","T_042","MCC_011","2025-12-04","Kiruhura",140,110,100,5,0,0,2,2,2,1,2,1,95,100,100,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_177","T_042","MCC_011","2025-12-04","Kiruhura",30,19,18,5,0,0,2,2,2,1,2,1,18,26,18,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_175","T_042","MCC_011","2025-12-04","Kiruhura",8,5,5,6,0,0,2,2,2,1,1,1,8,8,8,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_172","T_043","MCC_007","2025-12-04","Kiruhura",40,20,20,4,0,0,2,2,2,1,1,0,21,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_263","T_043","MCC_007","2025-12-04","Kiruhura",40,33,33,6,0,0,2,2,2,2,1,0,33,31,30,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_105","T_043","MCC_007","2025-12-03","Kiruhura",42,38,38,5,0,0,2,2,1,1,1,0,38,32,40,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_192","T_043","MCC_007","2025-12-03","Kiruhura",40,30,30,6,0,0,2,2,2,2,2,0,30,30,25,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_254","T_044","MCC_018","2025-12-03","Kiruhura",30,16,16,6,0,0,2,2,1,1,2,1,20,18,16,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,850,850,NA,NA,NA
"F_073","T_044","MCC_018","2025-12-04","Kiruhura",130,100,100,6,0,0,2,2,2,1,1,1,98,90,100,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,800,850,NA,NA,NA
"F_168","T_044","MCC_018","2025-12-03","Kiruhura",7,7,7,6,0,0,1,2,2,1,1,1,6,7,7,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_290","T_044","MCC_018","2025-12-03","Kiruhura",40,35,33,6,0,0,2,2,1,2,1,1,33,29,32,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_114","T_045","MCC_008","2025-12-03","Kiruhura",50,35,35,5,0,0,1,2,2,2,1,1,35,35,35,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer Alcohol Lactoscan",NA,NA,NA,900,900,900,NA,NA,NA
"F_303","T_045","MCC_008","2025-12-03","Kiruhura",45,30,30,5,0,0,2,2,2,1,2,1,30,30,29,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_125","T_045","MCC_008","2025-12-03","Kiruhura",30,30,30,5,0,0,2,2,2,1,1,1,45,35,30,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer Alcohol Lactoscan","Alcohol Lactoscan","Lactometer Alcohol Lactoscan",NA,NA,NA,900,900,900,NA,NA,NA
"F_021","T_046","MCC_008","2025-12-03","Kiruhura",30,20,20,5,0,0,2,2,2,2,2,1,25,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_178","T_046","MCC_008","2025-12-03","Kiruhura",21,21,21,4,0,0,2,2,2,1,2,1,21,25,22,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer Lactoscan Alcohol","Lactometer Alcohol Lactoscan","Lactometer Alcohol Lactoscan",NA,NA,NA,900,900,900,NA,NA,NA
"F_316","T_047","MCC_014","2025-12-05","Kiruhura",88,70,68,5,0,0,2,1,2,1,2,1,60,66,50,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,950,900,900,NA,NA,NA
"F_347","T_047","MCC_014","2025-12-05","Kiruhura",35,20,20,5,0,0,2,2,2,1,1,1,20,20,20,NA,NA,NA,1,2,2,NA,NA,NA,"Lactometer",NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_357","T_047","MCC_014","2025-12-05","Kiruhura",250,200,200,6,0,0,2,2,2,1,2,1,190,120,180,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_211","T_048","MCC_016","2025-12-05","Kazo",50,45,40,5,0,0,2,1,1,1,1,1,45,43,40,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_409","T_048","MCC_016","2025-12-05","Kazo",45,40,40,3,0,0,2,1,1,1,2,1,40,35,45,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_393","T_048","MCC_016","2025-12-05","Kazo",25,20,20,5,0,0,2,2,1,1,2,1,20,15,25,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_129","T_048","MCC_016","2025-12-05","Kazo",30,20,20,6,0,1,2,2,1,1,2,1,25,25,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_386","T_048","MCC_016","2025-12-05","Kazo",13,10,10,6,0,0,2,2,2,2,2,1,10,10,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_222","T_049","MCC_014","2025-12-04","Kiruhura",250,245,210,6,0,0,2,2,2,1,2,0,190,200,190,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_098","T_049","MCC_014","2025-12-04","Kiruhura",175,155,155,5,0,0,2,2,2,1,1,0,158,173,155,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_217","T_049","MCC_014","2025-12-04","Kiruhura",70,65,65,6,0,0,1,2,2,1,2,0,60,65,62,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_403","T_049","MCC_014","2025-12-04","Kiruhura",45,40,40,3,0,0,2,2,2,1,2,0,39,40,40,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_201","T_049","MCC_014","2025-12-08","Kiruhura",20,10,10,5,0,0,2,2,2,2,2,0,9,10,11,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_242","T_049","MCC_014","2025-12-04","Kiruhura",180,152,50,5,0,0,2,2,2,2,2,0,50,58,45,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_234","T_050","MCC_006","2025-12-04","Kiruhura",35,35,35,5,0,0,2,1,2,1,1,0,35,36,40,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_166","T_050","MCC_006","2025-12-03","Kiruhura",80,70,70,6,0,0,2,2,2,2,2,0,NA,NA,NA,64,65,65,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,950,950,950
"F_283","T_050","MCC_006","2025-12-03","Kiruhura",40,35,35,5,0,0,2,2,2,1,2,0,35,36,35,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_071","T_050","MCC_006","2025-12-04","Kiruhura",43,38,38,4,0,0,2,2,2,1,1,0,38,36,40,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_179","T_050","MCC_006","2025-12-04","Kiruhura",30,20,20,5,0,0,2,2,2,1,1,0,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_367","T_051","MCC_011","2025-12-04","Kiruhura",35,20,20,6,0,0,2,2,2,1,2,1,20,20,17,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_126","T_051","MCC_011","2025-12-04","Kiruhura",100,70,35,5,0,0,2,2,2,1,2,1,35,30,35,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_286","T_051","MCC_011","2025-12-04","Kiruhura",78,58,58,5,0,0,2,2,2,1,1,1,58,55,60,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_292","T_051","MCC_011","2025-12-04","Kiruhura",70,39,39,5,0,0,2,2,2,1,2,1,40,40,39,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
